date,y_items
2021-11-01,3.0
2021-12-01,8.0
2022-01-01,16.0
2022-02-01,28.0
2022-03-01,28.0
2022-04-01,43.0
2022-05-01,60.0
2022-06-01,73.0
2022-07-01,54.0
2022-08-01,96.0
2022-09-01,82.0
2022-10-01,116.0
2022-11-01,148.0
2022-12-01,122.0
2023-01-01,172.0
2023-02-01,185.0
2023-03-01,214.0
2023-04-01,187.0
2023-05-01,238.0
2023-06-01,332.0
2023-07-01,332.0
2023-08-01,342.0
2023-09-01,430.0
2023-10-01,522.0
2023-11-01,648.0
2023-12-01,752.0
2024-01-01,888.0
